startup,label,status
Ariisto,2,operating
Arisdyne Systems,2,operating
Aristos Logic,2,operating
Aristotle Circle,2,operating
Arius Research,1,acquired
Ark,2,operating
Arkadium,2,operating
Arkivum,2,operating
ArmaGen Technologies,2,operating
ArmedZilla,2,operating
ArmorText,2,operating
Armorize Technologies,1,acquired
Armune BioScience,2,operating
Arno Therapeutics,2,operating
Arradiance,2,operating
Arrail Dental Clinic,2,operating
Array Health Solutions,2,operating
Arrayent,2,operating
Arrayent Health,2,operating
Arrogene,2,operating
Arroweye Solutions,2,operating
Arrowhead Research,2,operating
Arsanis,2,operating
Arsenal Medical,2,operating
Arsenal Vascular,2,operating
Arstasis,2,operating
Art of Defence,1,acquired
Art.com,2,operating
Artax Biopharma,2,operating
Arteaus Therapeutics,2,operating
Arteriocyte Medical Systems,2,operating
Arteris,2,operating
ArthroCAD,2,operating
Article One Partners,2,operating
Artielle ImmunoTherapeutics,2,operating
Artificial Solutions,2,operating
Artimplant AB,2,operating
Artisan Mobile,2,operating
Artisan Pharma,2,operating
Artoo,2,operating
Arts Alliance Media,2,operating
Artspace,1,acquired
Artsy,2,operating
ArtusLabs,1,acquired
Arvia Technology,2,operating
Arxan Technologies,2,operating
Aryaka Networks,2,operating
Asana,2,operating
Asantae,2,operating
Ascalon International,2,operating
Ascendx Spine,2,operating
Ascenergy,2,operating
Ascent Solar Technologies,2,operating
Ascenz,2,operating
Asetek,2,operating
Ash Access Technology,2,operating
Asia Dairy Fab,2,operating
Ask.com,1,acquired
AskNshare,2,operating
Askem,2,operating
Asl Analytical,2,operating
Asmacure Ltée,2,operating
Aspects Software,2,operating
Aspen Aerogels,2,operating
Aspen Avionics,2,operating
Aspire Health,2,operating
Assay Depot,2,operating
Assembly,2,operating
Asseta,2,operating
Assignment Editor,2,operating
Associated Content,1,acquired
Associated Material Processing,2,operating
Assured Labor,2,operating
Assurex Health,2,operating
Astaro,1,acquired
Aster Data Systems,1,acquired
Asteres,2,operating
Aston Club,2,operating
Astrid,1,acquired
Astro,2,operating
Astute Medical,2,operating
Astute Networks,2,operating
Asuragen,2,operating
Asuum,2,operating
AtHoc,2,operating
AtTask,2,operating
Atara Biotherapeutics,2,operating
Atavist,2,operating
Atempo,2,operating
Aternity,2,operating
Atheer Labs,2,operating
Athenix,1,acquired
AtheroMed,1,acquired
AtheroNova,2,operating
Athlete Network,2,operating
AthletePath,2,operating
Athletes' Performance,2,operating
Athos,2,operating
Atieva,2,operating
Ativa Medical,2,operating
Atlanta Micro,2,operating
Atlantia Search,2,operating
Atlantis Computing,2,operating
Atlas Genetics,2,operating
Atlas Wearables,2,operating
Atlassian,2,operating
Atmospheir,2,operating
Atomic Reach,2,operating
Atooma,2,operating
Atosho,2,operating
Atossa Genetics,2,operating
Atox Bio,2,operating
Atraverda,2,operating
Atreca,2,operating
Atrenta,2,operating
AtriCure,2,operating
Atrua Technologies,1,acquired
Attachments.me,1,acquired
Attend.com,2,operating
Attentive.ly,2,operating
Attero,2,operating
Atterocor,2,operating
Attivio,2,operating
Attolight,2,operating
Attributor,1,acquired
Attune Systems,0,closed
Attunity,2,operating
Auctelia,2,operating
Auction.com,2,operating
Auctionata,2,operating
Auctomatic,1,acquired
Audax Health Solutions,2,operating
Audax Medical,2,operating
Audentes Therapeutics,2,operating
Audiam,2,operating
Audibase,2,operating
AudiencePoint,2,operating
AudienceScience,2,operating
Audinate,2,operating
Audio Network,2,operating
AudioEye,2,operating
AudioMicro,2,operating
AudioName,2,operating
AudioSnaps,2,operating
Audiolife,1,acquired
Audionamix,2,operating
Audioscribe,2,operating
Audiosocket,2,operating
AuditFile,2,operating
Auditude,1,acquired
Augmate,2,operating
Augmenix,2,operating
Augment,2,operating
AugmentWare,0,closed
Augmentation Industries,2,operating
Augmentra,2,operating
Augure,2,operating
August,2,operating
Augustine Temperature Management,2,operating
Aujas Networks,2,operating
Aula 7,2,operating
Aunt Group,2,operating
Aura Biosciences,2,operating
Aura Systems,2,operating
AuraSense Therapeutics,2,operating
Auramist,2,operating
Aureliant,2,operating
Aureon Laboratories,0,closed
Auris Medical,2,operating
Auris Surgical Robotics,2,operating
Aurora Biofuels,2,operating
Aurora Feint,0,closed
Aurora Spectral Technologies,2,operating
Aushon BioSystems,2,operating
Auspex Pharmaceuticals,2,operating
Auspherix,2,operating
Ausra,0,closed
Australian Credit and Finance,2,operating
AutekBio,2,operating
Auterra,2,operating
Authentic Response,2,operating
Authentidate Holding,2,operating
Authentium,2,operating
Authentix,2,operating
Authix Tecnologies,0,closed
Authorea,2,operating
Authorly,2,operating
Authy,2,operating
Autifony Therapeutics,2,operating
Auto I.D.,2,operating
AutoBike,2,operating
AutoGenomics,2,operating
AutoRef.com,0,closed
AutoSpot,2,operating
AutoVirt,0,closed
Autobutler,2,operating
Autogrid,2,operating
Autology World,2,operating
Automated Insights,2,operating
Automattic,2,operating
Automsoft,2,operating
Autonet Mobile,2,operating
Autonomic Technologies,2,operating
Autopilot,2,operating
Autopilot (formerly Bislr),2,operating
Autoquake,2,operating
Auxmoney,2,operating
Auxogyn,2,operating
AvaLAN Wireless Systems,2,operating
Avaak,1,acquired
Availink,2,operating
Avalanche Biotech,2,operating
Avalanche Technology,2,operating
Avalara,2,operating
Avangate BV,1,acquired
AvantCredit,2,operating
Avanti Mining,2,operating
Avantis Medical Systems,2,operating
Avantium Technologies,2,operating
Avantra Biosciences,0,closed
Avatrip,2,operating
Avaxia Biologics,2,operating
AvePoint,2,operating
Avedro,2,operating
Avega Systems,0,closed
Avegant,2,operating
Aveillant,2,operating
Aveksa,1,acquired
Avelas Biosciences,2,operating
Avenace Incorporated,2,operating
Avenida,2,operating
Avenir Medical,2,operating
Aventones,2,operating
Aventura,2,operating
Aver Informatics,2,operating
Averail,1,acquired
Avere Systems,2,operating
Aveso,2,operating
Aviacode,2,operating
Aviary,1,acquired
Avid Radiopharmaceuticals,1,acquired
AvidBiotics,2,operating
Avidia,1,acquired
Avidity NanoMedicines,2,operating
Aviir,2,operating
Avila Therapeutics,1,acquired
Avinger,2,operating
Avito.ru,2,operating
Avnera,2,operating
Avocado Entertainment,2,operating
Avocado,2,operating
Avraham Pharmaceuticals,2,operating
Avuba,2,operating
Avvo,2,operating
AwarenessHub,2,operating
Awarepoint,2,operating
AwayFind,2,operating
AwesomeTouch,1,acquired
Axcient,2,operating
Axeda,1,acquired
Axenic Dental,2,operating
Axentis Software,2,operating
Axerion Therapeutics,2,operating
Axerra Networks,1,acquired
Axial,2,operating
Axial Biotech,0,closed
Axial Exchange,2,operating
Axial Healthcare,2,operating
Axigen Messaging,2,operating
Axikin Pharmaceuticals,2,operating
Axine Water Technologies,2,operating
AxioMed Spine,2,operating
AxioMx,2,operating
Axiom Microdevices,1,acquired
Axion BioSystems,2,operating
Axion Health,2,operating
Axis Semiconductor,0,closed
Axis Three,2,operating
Axium Nanofibers,2,operating
AxoGen,2,operating
Axonia Medical,2,operating
Axsome Therapeutics,2,operating
Axtria,2,operating
Axxana,2,operating
Ayalogic,0,closed
Ayannah,2,operating
Ayasdi,2,operating
Ayeah Games,0,closed
Ayehu Software Technologies,2,operating
Ayla Networks,2,operating
Aylus Networks,2,operating
Ayondo,2,operating
Azaleos,1,acquired
Azelon Pharmaceuticals,0,closed
Azendoo,2,operating
Azigo Inc.,2,operating
Azima,2,operating
Azimo,2,operating
Azingo,0,closed
Aztek Networks,0,closed
Azuki Systems,1,acquired
Azul Systems,2,operating
AzulStar,2,operating
Azullo,2,operating
Azumio,2,operating
Azuqua,2,operating
Azure Power,2,operating
Azuro,1,acquired
B-Side Entertainment,0,closed
B-Stock Solutions,2,operating
B-hive Networks,1,acquired
B-kin Software,2,operating
B2B-Center,2,operating
B2X Care Solutions,2,operating
B5M.COM,2,operating
BA Insight,2,operating
BAASBOX,2,operating
BABADU,2,operating
BABYBOOM.ru,0,closed
BAE Systems,2,operating
BAM Labs,2,operating
BAROnova,2,operating
"BASE, Inc.",2,operating
BASH Gaming,1,acquired
BATS Global Markets,2,operating
BATTERIES & BANDS,2,operating
BBC Easy,2,operating
BCNX,2,operating
BCR Environmental,2,operating
BDNA,2,operating
BEKIZ,2,operating
BEST Logistics Technology,2,operating
BET Information Systems,2,operating
BEZ Systems,2,operating
BG Medicine,2,operating
BIGWORDS.com,2,operating
BIME Analytics,2,operating
BIND Therapeutics,2,operating
BIO Wellness,2,operating
BIO-NEMS,2,operating
BIO-PATH HOLDINGS,2,operating
BISON,2,operating
BLINQ Networks,2,operating
BLOVES,2,operating
BLUE HOLDINGS,2,operating
"BLUERIDGE Analytics, Inc.",2,operating
BLiNQ Media,1,acquired
BMRW & Associates,2,operating
BOLD Guidance,2,operating
BOLETUS NETWORK,2,operating
BOLT Solutions,2,operating
BONDS.COM,2,operating
BONESUPPORT,2,operating
BOOM! Entertainment,2,operating
BPG Werks,2,operating
BPL Global,1,acquired
BRAND-YOURSELF,2,operating
BRANDiD - Shop. Like a Man.,2,operating
BRD Motorcycles,2,operating
BRIVAS LABS,2,operating
BT Imaging,0,closed
BTC.sx,2,operating
BTI Systems,2,operating
BUILD,2,operating
BUMP Network,2,operating
BUSINESS INTELLIGENCE INTERNATIONAL,2,operating
BYNDL Inc.,2,operating
Baanto International,2,operating
BabbaCo (acquired by Barefoot Books in 2014),2,operating
Babble,1,acquired
Babelverse,2,operating
BabyBus,2,operating
BabyList,2,operating
Babyage,2,operating
Babybe,2,operating
Babycare,2,operating
Babyoye,2,operating
Babytree,2,operating
BackOps,2,operating
BackType,1,acquired
Backand,2,operating
Backblaze,2,operating
Backplane,2,operating
Backspaces,2,operating
Backupify,2,operating
Bacterioscan,2,operating
Bactest,2,operating
Bad Seed Entertainment,2,operating
Badgeville,2,operating
Bag Borrow or Steal,2,operating
BagThat,2,operating
Baidu,2,operating
Baifendian,2,operating
Baihe,2,operating
Baike.com,2,operating
Baitianshi,2,operating
Bakers Shoes,2,operating
Balakam,2,operating
Balance Financial,2,operating
Balanced,2,operating
BalconyTV,1,acquired
Balihoo,2,operating
Ballard Power Systems,2,operating
Ballooning Nest Eggs,2,operating
Balzo,2,operating
Bambeco,2,operating
Bambuser,2,operating
Band Digital,2,operating
Band Industries,2,operating
BandPage,2,operating
Bandhappy,2,operating
Bandsintown (acquired by Cellfish/Bandsintown Group),1,acquired
Bandsintown Group,2,operating
Bandtastic,2,operating
Bandwagon,2,operating
Bandwdth Publishing,2,operating
Bangcle,2,operating
Banjo,2,operating
BankBazaar.com,2,operating
Bantam Live,1,acquired
Banter!,2,operating
Banyan,2,operating
Banyan Biomarkers,2,operating
Banyan Technology,2,operating
Baobab Planet,0,closed
Bar & Club Stats,2,operating
BarEye,2,operating
Barak ITC,2,operating
Barburrito,2,operating
Barcheyacht,2,operating
Barcol Air USA,2,operating
BarkBox,2,operating
BaroFold,2,operating
Barosense,2,operating
Barracuda Networks,2,operating
Bartermill.com,2,operating
Base CRM,2,operating
BaseKit,2,operating
Basetex Group,2,operating
Basha,2,operating
Basho Technologies,2,operating
BasicGov Systems,2,operating
Basis Science,1,acquired
Basis Technology,2,operating
Basys,2,operating
Batanga Media,2,operating
Bathrooms.com,2,operating
Battlefy,2,operating
Battlepro,0,closed
Batzu Media,2,operating
BaubleBar,2,operating
Bavia Health,2,operating
Baxano,1,acquired
BayRu,2,operating
Baydin,2,operating
Baynote,2,operating
"Bazaar Corner, Inc.",2,operating
Bazaart,2,operating
Bazaarvoice,2,operating
Bazinga,2,operating
Bday,2,operating
BeDo,2,operating
BeFunky,2,operating
BeInSync,1,acquired
BeMyGuest,2,operating
BeTheBeast,2,operating
BeachMint,2,operating
Beacon Endoscopic,2,operating
Beacon Enterprise Solutions,2,operating
Beacon Health Strategies,2,operating
Beam Technologies,2,operating
BeamExpress,2,operating
Beamz Interactive,2,operating
BeatDeck,2,operating
BeatSwitch,2,operating
Beatrobo,2,operating
Beats Music,2,operating
BeauCoo,2,operating
Beaumaris Networks,2,operating
Beauty Booked,2,operating
Beautylish,2,operating
Beceem Communications,1,acquired
BeckerSmith Medical,2,operating
"Become, Inc.",2,operating
Beddit,2,operating
Bedloo,2,operating
BedyCasa,2,operating
Bee Cave Games,2,operating
Bee Ware,2,operating
BeeTV,0,closed
Beebrite,2,operating
Beech Tree Labs,2,operating
Beehive Industries,2,operating
BeehiveID,2,operating
Beem,2,operating
Beep,2,operating
Beepi,2,operating
Beers Enterprises,2,operating
Beestar,2,operating
Beezag,0,closed
Beezik,1,acquired
Begel Systems,2,operating
BehavioSec,2,operating
Behavioral Recognition Systems,2,operating
Beijing Infinite World,2,operating
Beijing Legend Silicon,2,operating
Beijing Moca World Technology,0,closed
Beijing PingCo Technology,2,operating
Beijing Redbaby Internet Technology,2,operating
Beijing Scinor Water Technology,2,operating
Beijing TRS Information Technology,2,operating
Beijing second hand information company,2,operating
Beisen,2,operating
BelAir Networks,1,acquired
Beleza na Web,2,operating
BeliefNetworks,2,operating
Bell Biosystems,2,operating
Bellabox,2,operating
Bellhops,2,operating
Bellicum Pharmaceuticals,2,operating
Belly,2,operating
"Ben Jen Online, LLC",2,operating
Bench,2,operating
BenchPrep,2,operating
Benchling,2,operating
BeneChill,2,operating
BeneStream,2,operating
Benefit Mobile,2,operating
Benefitter,2,operating
Bensata,0,closed
Benson Hill Biosystems,2,operating
Benten BioServices,1,acquired
Benu Networks,2,operating
Benvenue Medical,2,operating
BerGenBio,2,operating
Bergey's,2,operating
Berggi,0,closed
Bering Media,1,acquired
Berkeley Design Automation,1,acquired
Berkley Networks,2,operating
Berrybenka,2,operating
Beryllium,2,operating
Bespoke Global,2,operating
Bespoke Innovations,2,operating
Bespoke Post,2,operating
Best Before Media,2,operating
Best Doctors,2,operating
Best Response Strategies,2,operating
BestVendor,1,acquired
Bestofmedia Group,1,acquired
Beststudy,2,operating
Beta Cat Pharmaceuticals,2,operating
BetaStudios,2,operating
Betable,2,operating
Betabrand,2,operating
Better Bean,2,operating
Better Finance,2,operating
Better Mobile Security,2,operating
Better Place,1,acquired
Better Walk,2,operating
BetterCloud,2,operating
BetterDoctor,2,operating
BetterFit Technologies,2,operating
BetterLesson,2,operating
BetterWorks (Closed),2,operating
Betterfly,2,operating
Betterment,2,operating
BettrLife,2,operating
Bettyvision,2,operating
Between,2,operating
BevSpot,2,operating
Bex,2,operating
Beyond Commerce,2,operating
Beyond Credentials,2,operating
Beyond Gaming,2,operating
Beyond Lucid Technologies,2,operating
Beyond Oblivion,0,closed
Beyond Verbal,2,operating
Beyond the Rack,2,operating
Beyond.com,2,operating
Bharat Light and Power Group,2,operating
Bi02 Medical,2,operating
BiOM,2,operating
BiOWiSH,2,operating
BiOptix Inc.,2,operating
BiPar Sciences,1,acquired
BiTMICRO Networks Inc,2,operating
Bia,2,operating
Biart,2,operating
Bicon Pharmaceutical,2,operating
Bicycle Therapeutics,2,operating
BidAway.com,2,operating
BidPal Network,2,operating
Bidgely,2,operating
Big Box Overstocks,2,operating
Big Fish,1,acquired
Big Game Hunters,2,operating
Big Live,0,closed
Big River,2,operating
Big Stage,1,acquired
Big Super Search,2,operating
Big Switch Networks,2,operating
BigDNA,2,operating
BigDoor,2,operating
BigML,2,operating
BigRoad,2,operating
BigString,0,closed
BigTent Design,1,acquired
BigTime Software,2,operating
Bigbasket.com,2,operating
Bigcommerce,2,operating
Bigfoot Networks,1,acquired
Bigpoint,2,operating
Bill Me Later,1,acquired
Bill-Ray Home Mobility,2,operating
Bill.com,2,operating
BillGuard,2,operating
BillShrink,2,operating
Billabong International,2,operating
Billeo,2,operating
Billogram,2,operating
Bills Khakis,2,operating
Billtrust,2,operating
Bimbasket,2,operating
BinOptics,1,acquired
Bina Technologies,2,operating
Binfire,2,operating
Bingo.com,2,operating
Binpress,2,operating
Bio-Intervention Specialists,2,operating
BioAegis Therapeutics,2,operating
BioAmber,2,operating
BioAnalytix,2,operating
BioBehavioral Diagnostics,2,operating
BioCatch,2,operating
BioCee,2,operating
BioCision,2,operating
BioCryst Pharmaceuticals,2,operating
BioDatomics,2,operating
BioDelivery Sciences International,2,operating
BioDigital,2,operating
BioExx Specialty Proteins,2,operating
BioFire Diagnostics,1,acquired
BioGenerics,2,operating
BioIQ,2,operating
BioKier,2,operating
BioMarck Pharmaceuticals,2,operating
BioMarker Strategies,2,operating
BioMedical Technology Solutions,2,operating
BioMimetic Therapeutics,2,operating
BioMotiv,2,operating
BioNano Genomics,2,operating
BioNanovations,2,operating
BioNex Solutions,2,operating
BioNumerik Pharmaceuticals,2,operating
BioPharmX,2,operating
BioPoly,2,operating
BioRelix,2,operating
BioRestorative Therapies,2,operating
BioSig Technologies,2,operating
BioSurplus,2,operating
BioTheryX,2,operating
BioTime,2,operating
BioVex,1,acquired
BioVidria,2,operating
BioWizard,2,operating
Biocartis,2,operating
Biocept,2,operating
Bioceptive,2,operating
Bioconnect Systems,2,operating
Biocrates Life Sciences,2,operating
Biocycle,2,operating
Biodel,2,operating
Biodesix,2,operating
Biodesy,2,operating
Biofisica,0,closed
Biofortuna,2,operating
Bioheart,2,operating
Biohorizons.com,2,operating
Bioject Medical Technologies,2,operating
Biolase,2,operating
Biolex Therapeutics,0,closed
Biomatrica,2,operating
Biomeme,2,operating
Biometric Security,2,operating
Biomimedica,2,operating
Bionic Panda Games,2,operating
Bionomics,2,operating
Bionym,2,operating
